Order ID,Customer ID,Customer DOB,Cookies Shipped,Revenue,Cost,Order Date,Ship Date,Order Status,Rating,Sale Location
589922,985245 - Ebenezer Graham,2/3/2003,558.00," $2,790.00 "," $1,171.80 ",10/9/2017,10/13/2017,Shipped,2,Abuja
282180,785432 - Chukwurah Emmanuel,12/20/2007,509.00," $2,545.00 "," $1,196.15 ",10/8/2017,10/13/2017,Shipped,1,Warri
171734,325698 - Rusky Onu,4/21/1999,153.00, $765.00 , $313.65 ,10/10/2017,10/12/2017,Shipped,4,Lekki
700155,985245 - Ebenezer Graham,2/3/2003,223.00," $1,115.00 ", $468.30 ,10/8/2017,10/12/2017,Shipped,3,Surulere
311278,785432 - Chukwurah Emmanuel,12/20/2007,395.00," $1,975.00 ", $849.25 ,10/8/2017,10/12/2017,Shipped,3,Port Harcourt
142820,152689 - Chidi Martin,8/10/1992,514.00," $2,570.00 "," $1,156.50 ",10/6/2017,10/12/2017,Shipped,4,Ekpoma
794609,452584 - Ujunwa Aisha,9/26/1989,633.00," $3,165.00 "," $1,455.90 ",10/9/2017,10/11/2017,Shipped,1,Warri
950458,325698 - Rusky Onu,4/21/1999,153.00, $765.00 , $359.55 ,10/9/2017,10/11/2017,Shipped,5,Lekki
141474,785432 - Chukwurah Emmanuel,12/20/2007,259.00," $1,295.00 ", $569.80 ,10/7/2017,10/11/2017,Shipped,2,Chibok
216808,785432 - Chukwurah Emmanuel,12/20/2007,875.00," $4,375.00 "," $2,187.50 ",10/6/2017,10/11/2017,Shipped,1,Chibok
554569,325698 - Rusky Onu,4/21/1999,841.00," $4,205.00 "," $1,976.35 ",10/7/2017,10/9/2017,Shipped,4,Owerri
498706,325698 - Rusky Onu,4/21/1999,292.00," $1,460.00 ", $700.80 ,10/6/2017,10/9/2017,Shipped,2,Abuja
246626,985245 - Michael Ephraim,6/3/2001,55.00, $275.00 , $118.25 ,10/5/2017,10/9/2017,Shipped,2,Markurdi
521886,785432 - Chukwurah Emmanuel,12/20/2007,867.00," $4,335.00 "," $1,777.35 ",10/4/2017,10/9/2017,Shipped,3,Ekpoma
XXXXXX,XXXXXX - Promo,10/18/2009,715.00," $3,575.00 "," $1,716.00 ",10/5/2017,10/7/2017,Shipped,4,Chibok
313500,985245 - Ebenezer Graham,2/3/2003,540.00," $2,700.00 "," $1,215.00 ",10/3/2017,10/7/2017,Shipped,4,Ekpoma
108440,152689 - Chidi Martin,8/10/1992,55.00, $275.00 , $129.25 ,10/2/2017,10/7/2017,Shipped,3,Chibok
633331,325698 - Rusky Onu,4/21/1999,523.00," $2,615.00 "," $1,281.35 ",10/4/2017,10/6/2017,Shipped,3,Lekki
871676,985245 - Ebenezer Graham,2/3/2003,676.00," $3,380.00 "," $1,656.20 ",10/2/2017,10/6/2017,Shipped,2,Markurdi
369239,785432 - Chukwurah Emmanuel,12/20/2007,313.00," $1,565.00 ", $704.25 ,10/1/2017,10/6/2017,Shipped,4,Port Harcourt
690844,152689 - Chidi Martin,8/10/1992,630.00," $3,150.00 "," $1,417.50 ",10/1/2017,10/6/2017,Shipped,1,Chibok
425299,452584 - Ujunwa Aisha,9/26/1989,130.00, $650.00 , $325.00 ,10/3/2017,10/5/2017,Shipped,4,Warri
473665,452584 - Ujunwa Aisha,9/26/1989,235.00," $1,175.00 ", $505.25 ,10/2/2017,10/4/2017,Shipped,3,Warri
252449,985245 - Ebenezer Graham,2/3/2003,675.00," $3,375.00 "," $1,350.00 ",9/30/2017,10/4/2017,Shipped,4,Chibok
196953,325698 - Rusky Onu,4/21/1999,84.00, $420.00 , $176.40 ,10/1/2017,10/3/2017,Shipped,2,Zaria
174067,325698 - Rusky Onu,4/21/1999,987.00," $4,935.00 "," $2,368.80 ",10/1/2017,10/3/2017,Shipped,5,Abuja
670189,325698 - Rusky Onu,4/21/1999,128.00, $640.00 , $268.80 ,9/30/2017,10/2/2017,Shipped,3,Ekpoma
414251,785432 - Chukwurah Emmanuel,12/20/2007,747.00," $3,735.00 "," $1,606.05 ",9/28/2017,10/2/2017,Shipped,3,Zaria
842561,152689 - Chidi Martin,8/10/1992,53.00, $265.00 , $111.30 ,9/27/2017,10/2/2017,Shipped,1,Abuja
128273,152689 - Chidi Martin,8/10/1992,857.00," $4,285.00 "," $1,799.70 ",9/27/2017,10/2/2017,Shipped,1,Port Harcourt
342085,152689 - Chidi Martin,8/10/1992,255.00," $1,275.00 ", $612.00 ,9/26/2017,10/2/2017,Shipped,2,Warri
512151,325698 - Rusky Onu,4/21/1999,275.00," $1,375.00 ", $618.75 ,9/29/2017,10/1/2017,Shipped,1,Markurdi
605022,985245 - Ebenezer Graham,2/3/2003,227.00," $1,135.00 ", $567.50 ,9/27/2017,10/1/2017,Shipped,5,Abuja
880643,785432 - Chukwurah Emmanuel,12/20/2007,326.00," $1,630.00 ", $782.40 ,9/26/2017,10/1/2017,Shipped,5,Port Harcourt
813357,152689 - Chidi Martin,8/10/1992,355.00," $1,775.00 ", $798.75 ,9/26/2017,10/1/2017,Shipped,2,Surulere
370020,325698 - Rusky Onu,4/21/1999,654.00," $3,270.00 "," $1,340.70 ",9/28/2017,9/30/2017,Shipped,4,Zaria
661724,785432 - Chukwurah Emmanuel,12/20/2007,340.00," $1,700.00 ", $765.00 ,9/25/2017,9/30/2017,Shipped,4,Markurdi
329404,152689 - Chidi Martin,8/10/1992,833.00," $4,165.00 "," $1,832.60 ",9/24/2017,9/30/2017,Shipped,2,Surulere
312503,325698 - Rusky Onu,4/21/1999,538.00," $2,690.00 "," $1,291.20 ",9/27/2017,9/29/2017,Shipped,2,Chibok
746462,325698 - Rusky Onu,4/21/1999,784.00," $3,920.00 "," $1,881.60 ",9/26/2017,9/29/2017,Shipped,5,Lekki
670237,325698 - Rusky Onu,4/21/1999,396.00," $1,980.00 ", $950.40 ,9/26/2017,9/28/2017,Shipped,4,Chibok
621395,325698 - Rusky Onu,4/21/1999,471.00," $2,355.00 "," $1,083.30 ",9/26/2017,9/28/2017,Shipped,5,Warri
974004,325698 - Rusky Onu,4/21/1999,819.00," $4,095.00 "," $1,801.80 ",9/25/2017,9/27/2017,Shipped,4,Owerri
378960,325698 - Rusky Onu,4/21/1999,291.00," $1,455.00 ", $683.85 ,9/25/2017,9/27/2017,Shipped,4,Port Harcourt
530416,325698 - Rusky Onu,4/21/1999,643.00," $3,215.00 "," $1,318.15 ",9/24/2017,9/27/2017,Shipped,3,Owerri
251025,785432 - Chukwurah Emmanuel,12/20/2007,193.00, $965.00 , $463.20 ,9/22/2017,9/27/2017,Shipped,3,Abuja
886101,785432 - Chukwurah Emmanuel,12/20/2007,434.00," $2,170.00 ", $998.20 ,9/21/2017,9/26/2017,Shipped,5,Warri
185315,785432 - Chukwurah Emmanuel,12/20/2007,295.00," $1,475.00 ", $678.50 ,9/21/2017,9/26/2017,Shipped,2,Ekpoma
451038,152689 - Chidi Martin,8/10/1992,809.00," $4,045.00 "," $1,658.45 ",9/21/2017,9/26/2017,Shipped,3,Abuja
463848,152689 - Chidi Martin,8/10/1992,517.00," $2,585.00 "," $1,266.65 ",9/21/2017,9/26/2017,Shipped,5,Markurdi
512022,152689 - Chidi Martin,8/10/1992,685.00," $3,425.00 "," $1,609.75 ",9/20/2017,9/26/2017,Shipped,3,Abuja
512882,325698 - Rusky Onu,4/21/1999,491.00," $2,455.00 "," $1,227.50 ",9/23/2017,9/25/2017,Shipped,1,Warri
200513,452584 - Ujunwa Aisha,9/26/1989,805.00," $4,025.00 "," $1,730.75 ",9/22/2017,9/24/2017,Shipped,3,Abuja
820296,152689 - Chidi Martin,8/10/1992,877.00," $4,385.00 "," $2,060.95 ",9/19/2017,9/24/2017,Shipped,1,Chibok
396627,452584 - Ujunwa Aisha,9/26/1989,489.00," $2,445.00 "," $1,026.90 ",9/21/2017,9/23/2017,Shipped,3,Surulere
157286,325698 - Rusky Onu,4/21/1999,371.00," $1,855.00 ", $742.00 ,9/21/2017,9/23/2017,Shipped,5,Port Harcourt
943430,325698 - Rusky Onu,4/21/1999,117.00, $585.00 , $269.10 ,9/20/2017,9/22/2017,Shipped,1,Zaria
565177,152689 - Chidi Martin,8/10/1992,681.00," $3,405.00 "," $1,634.40 ",9/17/2017,9/22/2017,Shipped,4,Surulere
234614,985245 - Ebenezer Graham,2/3/2003,899.00," $4,495.00 "," $1,842.95 ",9/17/2017,9/21/2017,Shipped,1,Markurdi
595618,325698 - Rusky Onu,4/21/1999,128.00, $640.00 , $300.80 ,9/18/2017,9/20/2017,Shipped,2,Warri
269756,985245 - Ebenezer Graham,2/3/2003,437.00," $2,185.00 ", $939.55 ,9/16/2017,9/20/2017,Shipped,2,Zaria
409944,152689 - Chidi Martin,8/10/1992,776.00," $3,880.00 "," $1,823.60 ",9/15/2017,9/20/2017,Shipped,3,Ekpoma
211807,325698 - Rusky Onu,4/21/1999,861.00," $4,305.00 "," $1,722.00 ",9/17/2017,9/19/2017,Shipped,3,Port Harcourt
929839,785432 - Chukwurah Emmanuel,12/20/2007,631.00," $3,155.00 "," $1,451.30 ",9/14/2017,9/19/2017,Shipped,4,Warri
297970,985245 - Ebenezer Graham,2/3/2003,819.00," $4,095.00 "," $1,801.80 ",9/14/2017,9/18/2017,Shipped,4,Warri
549314,785432 - Chukwurah Emmanuel,12/20/2007,269.00," $1,345.00 ", $618.70 ,9/14/2017,9/18/2017,Shipped,1,Ekpoma
163017,785432 - Chukwurah Emmanuel,12/20/2007,54.00, $270.00 , $135.00 ,9/13/2017,9/18/2017,Shipped,2,Abuja
891248,785432 - Chukwurah Emmanuel,12/20/2007,199.00, $995.00 , $407.95 ,9/13/2017,9/18/2017,Shipped,2,Surulere
899519,452584 - Ujunwa Aisha,9/26/1989,967.00," $4,835.00 "," $2,079.05 ",9/15/2017,9/17/2017,Shipped,1,Surulere
967149,325698 - Rusky Onu,4/21/1999,600.00," $3,000.00 "," $1,320.00 ",9/15/2017,9/17/2017,Shipped,3,Markurdi
767274,152689 - Chidi Martin,8/10/1992,924.00," $4,620.00 "," $2,171.40 ",9/12/2017,9/17/2017,Shipped,5,Warri
779415,325698 - Rusky Onu,4/21/1999,772.00," $3,860.00 "," $1,930.00 ",9/14/2017,9/16/2017,Shipped,4,Markurdi
903575,325698 - Rusky Onu,4/21/1999,490.00," $2,450.00 "," $1,200.50 ",9/14/2017,9/16/2017,Shipped,2,Ekpoma
506637,325698 - Rusky Onu,4/21/1999,432.00," $2,160.00 "," $1,036.80 ",9/14/2017,9/16/2017,Shipped,1,Lekki
120946,152689 - Chidi Martin,8/10/1992,480.00," $2,400.00 "," $1,200.00 ",9/11/2017,9/16/2017,Shipped,5,Markurdi
930934,325698 - Rusky Onu,4/21/1999,436.00," $2,180.00 ", $893.80 ,9/13/2017,9/15/2017,Shipped,4,Markurdi
749930,985245 - Ebenezer Graham,2/3/2003,766.00," $3,830.00 "," $1,685.20 ",9/11/2017,9/15/2017,Shipped,4,Warri
703382,452584 - Ujunwa Aisha,9/26/1989,74.00, $370.00 , $151.70 ,9/12/2017,9/14/2017,Shipped,5,Markurdi
329723,152689 - Chidi Martin,8/10/1992,230.00," $1,150.00 ", $540.50 ,9/9/2017,9/14/2017,Shipped,1,Chibok
424746,152689 - Chidi Martin,8/10/1992,272.00," $1,360.00 ", $680.00 ,9/9/2017,9/14/2017,Shipped,1,Lekki
556885,985245 - Ebenezer Graham,2/3/2003,911.00," $4,555.00 "," $2,277.50 ",9/9/2017,9/13/2017,Shipped,5,Port Harcourt
663009,152689 - Chidi Martin,8/10/1992,511.00," $2,555.00 "," $1,124.20 ",9/8/2017,9/13/2017,Shipped,5,Warri
634507,152689 - Chidi Martin,8/10/1992,557.00," $2,785.00 "," $1,141.85 ",9/8/2017,9/13/2017,Shipped,2,Abuja
247112,325698 - Rusky Onu,4/21/1999,807.00," $4,035.00 "," $1,896.45 ",9/9/2017,9/11/2017,Shipped,5,Abuja
135896,785432 - Chukwurah Emmanuel,12/20/2007,787.00," $3,935.00 "," $1,967.50 ",9/5/2017,9/10/2017,Shipped,5,Port Harcourt
161633,325698 - Rusky Onu,4/21/1999,751.00," $3,755.00 "," $1,802.40 ",9/7/2017,9/9/2017,Shipped,5,Markurdi
395060,325698 - Rusky Onu,4/21/1999,750.00," $3,750.00 "," $1,575.00 ",9/7/2017,9/9/2017,Shipped,3,Owerri
798935,325698 - Rusky Onu,4/21/1999,664.00," $3,320.00 "," $1,494.00 ",9/7/2017,9/9/2017,Shipped,5,Owerri
891332,985245 - Ebenezer Graham,2/3/2003,479.00," $2,395.00 "," $1,077.75 ",9/6/2017,9/9/2017,Shipped,4,Ekpoma
559744,152689 - Chidi Martin,8/10/1992,675.00," $3,375.00 "," $1,552.50 ",9/4/2017,9/9/2017,Shipped,4,Ekpoma
907552,152689 - Chidi Martin,8/10/1992,608.00," $3,040.00 "," $1,307.20 ",9/4/2017,9/9/2017,Shipped,1,Ekpoma
466576,325698 - Rusky Onu,4/21/1999,311.00," $1,555.00 ", $730.85 ,9/6/2017,9/8/2017,Shipped,5,Surulere
254665,785432 - Chukwurah Emmanuel,12/20/2007,713.00," $3,565.00 "," $1,461.65 ",9/3/2017,9/8/2017,Shipped,2,Markurdi
694712,785432 - Chukwurah Emmanuel,12/20/2007,534.00," $2,670.00 "," $1,094.70 ",9/2/2017,9/6/2017,Shipped,3,Port Harcourt
575481,152689 - Chidi Martin,8/10/1992,371.00," $1,855.00 ", $871.85 ,9/1/2017,9/6/2017,Shipped,2,Markurdi
252864,785432 - Chukwurah Emmanuel,12/20/2007,992.00," $4,960.00 "," $2,331.20 ",8/31/2017,9/5/2017,Shipped,1,Owerri
280959,325698 - Rusky Onu,4/21/1999,660.00," $3,300.00 "," $1,386.00 ",9/2/2017,9/4/2017,Shipped,1,Lekki
181200,785432 - Chukwurah Emmanuel,12/20/2007,461.00," $2,305.00 "," $1,014.20 ",8/30/2017,9/4/2017,Shipped,1,Owerri
768738,452584 - Ujunwa Aisha,9/26/1989,534.00," $2,670.00 "," $1,335.00 ",8/31/2017,9/2/2017,Shipped,2,Ekpoma
747478,325698 - Rusky Onu,4/21/1999,302.00," $1,510.00 ", $679.50 ,8/31/2017,9/2/2017,Shipped,3,Lekki
203607,325698 - Rusky Onu,4/21/1999,472.00," $2,360.00 "," $1,156.40 ",8/31/2017,9/2/2017,Shipped,2,Chibok
195565,985245 - Ebenezer Graham,2/3/2003,975.00," $4,875.00 "," $2,340.00 ",8/28/2017,9/1/2017,Shipped,1,Owerri
865714,985245 - Ebenezer Graham,2/3/2003,331.00," $1,655.00 ", $777.85 ,8/28/2017,9/1/2017,Shipped,2,Lekki
650269,325698 - Rusky Onu,4/21/1999,179.00, $895.00 , $366.95 ,8/28/2017,8/30/2017,Shipped,5,Chibok
241361,325698 - Rusky Onu,4/21/1999,466.00," $2,330.00 "," $1,048.50 ",8/28/2017,8/30/2017,Shipped,5,Lekki
770527,985245 - Ebenezer Graham,2/3/2003,332.00," $1,660.00 ", $664.00 ,8/24/2017,8/28/2017,Shipped,1,Port Harcourt
431541,152689 - Chidi Martin,8/10/1992,694.00," $3,470.00 "," $1,526.80 ",8/23/2017,8/28/2017,Shipped,4,Warri
376055,985245 - Ebenezer Graham,2/3/2003,67.00, $335.00 , $164.15 ,8/23/2017,8/27/2017,Shipped,4,Port Harcourt
254438,785432 - Chukwurah Emmanuel,12/20/2007,332.00," $1,660.00 ", $697.20 ,8/22/2017,8/27/2017,Shipped,5,Warri
621522,985245 - Ebenezer Graham,2/3/2003,60.00, $300.00 , $141.00 ,8/22/2017,8/26/2017,Shipped,5,Abuja
643757,152689 - Chidi Martin,8/10/1992,854.00," $4,270.00 "," $2,092.30 ",8/21/2017,8/26/2017,Shipped,2,Abuja
289827,325698 - Rusky Onu,4/21/1999,705.00," $3,525.00 "," $1,586.25 ",8/23/2017,8/25/2017,Shipped,4,Ekpoma
354235,985245 - Ebenezer Graham,2/3/2003,890.00," $4,450.00 "," $1,824.50 ",8/22/2017,8/25/2017,Shipped,5,Port Harcourt
760812,325698 - Rusky Onu,4/21/1999,717.00," $3,585.00 "," $1,720.80 ",8/22/2017,8/24/2017,Shipped,1,Port Harcourt
168287,985245 - Ebenezer Graham,2/3/2003,813.00," $4,065.00 "," $1,951.20 ",8/20/2017,8/24/2017,Shipped,4,Port Harcourt
XXXXXX,XXXXXX - Promo,3/26/1988,192.00, $960.00 , $432.00 ,8/21/2017,8/23/2017,Shipped,2,Port Harcourt
614479,325698 - Rusky Onu,4/21/1999,136.00, $680.00 , $272.00 ,8/21/2017,8/23/2017,Shipped,3,Port Harcourt
404823,325698 - Rusky Onu,4/21/1999,888.00," $4,440.00 "," $1,998.00 ",8/21/2017,8/23/2017,Shipped,1,Markurdi
134451,985245 - Ebenezer Graham,2/3/2003,168.00, $840.00 , $361.20 ,8/20/2017,8/23/2017,Shipped,4,Ekpoma
316175,152689 - Chidi Martin,8/10/1992,623.00," $3,115.00 "," $1,370.60 ",8/18/2017,8/23/2017,Shipped,5,Owerri
844220,152689 - Chidi Martin,8/10/1992,931.00," $4,655.00 "," $2,234.40 ",8/18/2017,8/23/2017,Shipped,4,Lekki
170598,325698 - Rusky Onu,4/21/1999,791.00," $3,955.00 "," $1,700.65 ",8/20/2017,8/22/2017,Shipped,5,Chibok
666910,325698 - Rusky Onu,4/21/1999,949.00," $4,745.00 "," $2,372.50 ",8/20/2017,8/22/2017,Shipped,2,Owerri
636552,152689 - Chidi Martin,8/10/1992,612.00," $3,060.00 "," $1,315.80 ",8/17/2017,8/22/2017,Shipped,4,Owerri
784583,325698 - Rusky Onu,4/21/1999,86.00, $430.00 , $176.30 ,8/19/2017,8/21/2017,Shipped,3,Lekki
422853,985245 - Ebenezer Graham,2/3/2003,705.00," $3,525.00 "," $1,692.00 ",8/17/2017,8/21/2017,Shipped,4,Ekpoma
957758,985245 - Ebenezer Graham,2/3/2003,882.00," $4,410.00 "," $1,852.20 ",8/17/2017,8/21/2017,Shipped,1,Owerri
353264,325698 - Rusky Onu,4/21/1999,83.00, $415.00 , $182.60 ,8/18/2017,8/20/2017,Shipped,1,Ekpoma
718485,785432 - Chukwurah Emmanuel,12/20/2007,294.00," $1,470.00 ", $705.60 ,8/15/2017,8/19/2017,Shipped,1,Port Harcourt
604637,452584 - Ujunwa Aisha,9/26/1989,697.00," $3,485.00 "," $1,463.70 ",8/16/2017,8/18/2017,Shipped,3,Markurdi
875175,325698 - Rusky Onu,4/21/1999,766.00," $3,830.00 "," $1,761.80 ",8/16/2017,8/18/2017,Shipped,1,Markurdi
446162,325698 - Rusky Onu,4/21/1999,570.00," $2,850.00 "," $1,368.00 ",8/16/2017,8/18/2017,Shipped,4,Ekpoma
239584,152689 - Chidi Martin,8/10/1992,900.00," $4,500.00 "," $2,160.00 ",8/13/2017,8/18/2017,Shipped,4,Lekki
683924,985245 - Ebenezer Graham,2/3/2003,279.00," $1,395.00 ", $641.70 ,8/13/2017,8/17/2017,Shipped,2,Port Harcourt
447395,325698 - Rusky Onu,4/21/1999,714.00," $3,570.00 "," $1,535.10 ",8/14/2017,8/16/2017,Shipped,5,Ekpoma
649229,785432 - Chukwurah Emmanuel,12/20/2007,363.00," $1,815.00 ", $834.90 ,8/11/2017,8/16/2017,Shipped,3,Markurdi
400758,785432 - Chukwurah Emmanuel,12/20/2007,967.00," $4,835.00 "," $2,175.75 ",8/11/2017,8/16/2017,Shipped,5,Lekki
799286,325698 - Rusky Onu,4/21/1999,175.00, $875.00 , $437.50 ,8/13/2017,8/15/2017,Shipped,1,Warri
604712,985245 - Ebenezer Graham,2/3/2003,799.00," $3,995.00 "," $1,677.90 ",8/11/2017,8/15/2017,Shipped,4,Lekki
443368,325698 - Rusky Onu,4/21/1999,803.00," $4,015.00 "," $1,927.20 ",8/12/2017,8/14/2017,Shipped,2,Surulere
989107,325698 - Rusky Onu,4/21/1999,737.00," $3,685.00 "," $1,768.80 ",8/12/2017,8/14/2017,Shipped,3,Warri
691871,325698 - Rusky Onu,4/21/1999,575.00," $2,875.00 "," $1,207.50 ",8/12/2017,8/14/2017,Shipped,4,Markurdi
545969,785432 - Chukwurah Emmanuel,12/20/2007,551.00," $2,755.00 "," $1,212.20 ",8/9/2017,8/14/2017,Shipped,5,Surulere
382063,152689 - Chidi Martin,8/10/1992,965.00," $4,825.00 "," $2,123.00 ",8/9/2017,8/14/2017,Shipped,3,Abuja
399502,325698 - Rusky Onu,4/21/1999,130.00, $650.00 , $325.00 ,8/11/2017,8/13/2017,Shipped,3,Owerri
752054,325698 - Rusky Onu,4/21/1999,91.00, $455.00 , $200.20 ,8/11/2017,8/13/2017,Shipped,3,Abuja
542589,985245 - Ebenezer Graham,2/3/2003,743.00," $3,715.00 "," $1,746.05 ",8/10/2017,8/13/2017,Shipped,4,Lekki
933720,985245 - Ebenezer Graham,2/3/2003,114.00, $570.00 , $250.80 ,8/8/2017,8/12/2017,Shipped,4,Abuja
348782,785432 - Chukwurah Emmanuel,12/20/2007,552.00," $2,760.00 "," $1,214.40 ",8/8/2017,8/12/2017,Shipped,1,Owerri
670668,785432 - Chukwurah Emmanuel,12/20/2007,451.00," $2,255.00 ", $947.10 ,8/8/2017,8/12/2017,Shipped,5,Zaria
521982,785432 - Chukwurah Emmanuel,12/20/2007,225.00," $1,125.00 ", $551.25 ,8/8/2017,8/12/2017,Shipped,1,Ekpoma
943720,152689 - Chidi Martin,8/10/1992,985.00," $4,925.00 "," $2,265.50 ",8/7/2017,8/12/2017,Shipped,2,Chibok
636547,985245 - Ebenezer Graham,2/3/2003,138.00, $690.00 , $282.90 ,8/7/2017,8/11/2017,Shipped,4,Warri
409179,785432 - Chukwurah Emmanuel,12/20/2007,925.00," $4,625.00 "," $2,127.50 ",8/5/2017,8/10/2017,Shipped,2,Abuja
913978,985245 - Ebenezer Graham,2/3/2003,672.00," $3,360.00 "," $1,680.00 ",8/5/2017,8/9/2017,Shipped,5,Abuja
694664,785432 - Chukwurah Emmanuel,12/20/2007,118.00, $590.00 , $271.40 ,8/4/2017,8/9/2017,Shipped,1,Surulere
219735,325698 - Rusky Onu,4/21/1999,995.00," $4,975.00 "," $2,388.00 ",8/6/2017,8/8/2017,Shipped,3,Ekpoma
288061,985245 - Ebenezer Graham,2/3/2003,371.00," $1,855.00 ", $908.95 ,8/4/2017,8/8/2017,Shipped,3,Ekpoma
904199,452584 - Ujunwa Aisha,9/26/1989,834.00," $4,170.00 "," $1,751.40 ",8/5/2017,8/7/2017,Shipped,1,Surulere
991596,325698 - Rusky Onu,4/21/1999,249.00," $1,245.00 ", $535.35 ,8/5/2017,8/7/2017,Shipped,5,Zaria
301044,985245 - Ebenezer Graham,2/3/2003,190.00, $950.00 , $389.50 ,8/3/2017,8/7/2017,Shipped,5,Ekpoma
404927,985245 - Ebenezer Graham,2/3/2003,721.00," $3,605.00 "," $1,694.35 ",8/3/2017,8/7/2017,Shipped,2,Surulere
543788,152689 - Chidi Martin,8/10/1992,231.00," $1,155.00 ", $496.65 ,8/2/2017,8/7/2017,Shipped,1,Zaria
670979,452584 - Ujunwa Aisha,9/26/1989,907.00," $4,535.00 "," $2,040.75 ",8/4/2017,8/6/2017,Shipped,3,Owerri
475400,325698 - Rusky Onu,4/21/1999,748.00," $3,740.00 "," $1,720.40 ",8/3/2017,8/6/2017,Shipped,3,Markurdi
713112,985245 - Ebenezer Graham,2/3/2003,982.00," $4,910.00 "," $2,405.90 ",8/3/2017,8/6/2017,Shipped,5,Abuja
193234,985245 - Ebenezer Graham,2/3/2003,458.00," $2,290.00 ", $984.70 ,8/2/2017,8/6/2017,Shipped,5,Zaria
641426,152689 - Chidi Martin,8/10/1992,52.00, $260.00 , $119.60 ,8/1/2017,8/6/2017,Shipped,3,Warri
344460,452584 - Ujunwa Aisha,9/26/1989,768.00," $3,840.00 "," $1,536.00 ",8/3/2017,8/5/2017,Shipped,2,Owerri
301493,325698 - Rusky Onu,4/21/1999,116.00, $580.00 , $266.80 ,8/3/2017,8/5/2017,Shipped,1,Chibok
173158,985245 - Ebenezer Graham,2/3/2003,439.00," $2,195.00 "," $1,097.50 ",7/31/2017,8/4/2017,Shipped,5,Owerri
428809,985245 - Ebenezer Graham,2/3/2003,408.00," $2,040.00 ", $836.40 ,7/31/2017,8/4/2017,Shipped,1,Lekki
841353,152689 - Chidi Martin,8/10/1992,527.00," $2,635.00 "," $1,212.10 ",7/30/2017,8/4/2017,Shipped,1,Owerri
783948,325698 - Rusky Onu,4/21/1999,697.00," $3,485.00 "," $1,603.10 ",8/1/2017,8/3/2017,Shipped,3,Warri
902239,152689 - Chidi Martin,8/10/1992,999.00," $4,995.00 "," $2,247.75 ",7/29/2017,8/3/2017,Shipped,2,Port Harcourt
225524,452584 - Ujunwa Aisha,9/26/1989,508.00," $2,540.00 "," $1,117.60 ",7/31/2017,8/2/2017,Shipped,1,Chibok
856398,325698 - Rusky Onu,4/21/1999,328.00," $1,640.00 ", $820.00 ,7/31/2017,8/2/2017,Shipped,4,Zaria
830359,152689 - Chidi Martin,8/10/1992,752.00," $3,760.00 "," $1,880.00 ",7/28/2017,8/2/2017,Shipped,4,Ekpoma
643192,985245 - Ebenezer Graham,2/3/2003,167.00, $835.00 , $400.80 ,7/28/2017,8/1/2017,Shipped,1,Chibok
925010,985245 - Ebenezer Graham,2/3/2003,290.00," $1,450.00 ", $623.50 ,7/27/2017,7/31/2017,Shipped,3,Abuja
503099,152689 - Chidi Martin,8/10/1992,366.00," $1,830.00 ", $878.40 ,7/25/2017,7/31/2017,Shipped,1,Markurdi
247706,152689 - Chidi Martin,8/10/1992,246.00," $1,230.00 ", $516.60 ,7/25/2017,7/30/2017,Shipped,4,Ekpoma
501436,325698 - Rusky Onu,4/21/1999,80.00, $400.00 , $168.00 ,7/27/2017,7/29/2017,Shipped,3,Warri
493341,985245 - Ebenezer Graham,2/3/2003,331.00," $1,655.00 ", $827.50 ,7/26/2017,7/29/2017,Shipped,1,Owerri
399796,325698 - Rusky Onu,4/21/1999,774.00," $3,870.00 "," $1,702.80 ",7/26/2017,7/28/2017,Shipped,5,Chibok
771753,985245 - Ebenezer Graham,2/3/2003,472.00," $2,360.00 "," $1,062.00 ",7/24/2017,7/28/2017,Shipped,3,Owerri
816130,785432 - Chukwurah Emmanuel,12/20/2007,497.00," $2,485.00 "," $1,093.40 ",7/23/2017,7/28/2017,Shipped,1,Ekpoma
178204,325698 - Rusky Onu,4/21/1999,492.00," $2,460.00 "," $1,033.20 ",7/24/2017,7/26/2017,Shipped,4,Zaria
956101,325698 - Rusky Onu,4/21/1999,267.00," $1,335.00 ", $614.10 ,7/24/2017,7/26/2017,Shipped,3,Port Harcourt
862008,785432 - Chukwurah Emmanuel,12/20/2007,883.00," $4,415.00 "," $2,030.90 ",7/22/2017,7/26/2017,Shipped,3,Chibok
585388,152689 - Chidi Martin,8/10/1992,798.00," $3,990.00 "," $1,596.00 ",7/21/2017,7/26/2017,Shipped,5,Abuja
575344,152689 - Chidi Martin,8/10/1992,439.00," $2,195.00 "," $1,097.50 ",7/21/2017,7/26/2017,Shipped,5,Lekki
321948,152689 - Chidi Martin,8/10/1992,305.00," $1,525.00 ", $701.50 ,7/21/2017,7/26/2017,Shipped,2,Markurdi
488596,985245 - Ebenezer Graham,2/3/2003,338.00," $1,690.00 ", $709.80 ,7/21/2017,7/25/2017,Shipped,4,Zaria
483172,785432 - Chukwurah Emmanuel,12/20/2007,960.00," $4,800.00 "," $2,304.00 ",7/20/2017,7/25/2017,Shipped,3,Chibok
216648,785432 - Chukwurah Emmanuel,12/20/2007,812.00," $4,060.00 "," $1,867.60 ",7/20/2017,7/25/2017,Shipped,2,Surulere
